,reinspection,recent_inspection,task_force,special_event,canvass,closeup,liquor,fire,no_entry,complaint,license,risk,prev_fail,cumulative_failures,ever_failed,cumulative_inspections,proportion_past_failures,days_since_last_inspection,tmax,tmin,tmax_3,tmax_5,ward,police_district,cluster,crime_count_theft,crime_count_burglary,crime_count_other_crime,sanitation_violation_count,inspection_week,risk_description_All,risk_description_Missing,risk_description_Risk 1 (High),risk_description_Risk 2 (Medium),risk_description_Risk 3 (Low),conditional_approval_Missing,conditional_approval_N,conditional_approval_Y,license_status_AAC,license_status_AAI,license_status_Missing,license_status_REV,inspection_weekday_Friday,inspection_weekday_Monday,inspection_weekday_Saturday,inspection_weekday_Sunday,inspection_weekday_Thursday,inspection_weekday_Tuesday,inspection_weekday_Wednesday
1821,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0.0,0.0,72.0,65.0,73.3333333333,77.0,44.0,19.0,7669.0,51.0,1.0,50.0,122.0,35,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1808,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,11,0.0,106.0,72.0,65.0,73.3333333333,77.0,0.0,0.0,9961.0,13.0,2.0,108.0,29.0,35,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1807,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9,0.0,71.0,72.0,65.0,73.3333333333,77.0,42.0,18.0,6574.0,410.0,13.0,360.0,42.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1806,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,0.0,129.0,72.0,65.0,73.3333333333,77.0,32.0,0.0,7860.0,16.0,5.0,44.0,125.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1834,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,0.5,1.0,72.0,65.0,73.3333333333,77.0,5.0,2.0,3983.0,10.0,0.0,25.0,24.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1809,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0.0,72.0,65.0,73.3333333333,77.0,10.0,4.0,2093.0,8.0,2.0,52.0,23.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1794,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0.0,354.0,72.0,65.0,73.3333333333,77.0,21.0,22.0,2270.0,5.0,2.0,19.0,52.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1819,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,10,0.0,0.0,72.0,65.0,73.3333333333,77.0,27.0,18.0,7072.0,27.0,3.0,113.0,67.0,35,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1791,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0.0,290.0,72.0,65.0,73.3333333333,77.0,47.0,19.0,8058.0,3.0,0.0,5.0,1.0,35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1792,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0.0,0.0,72.0,65.0,73.3333333333,77.0,43.0,0.0,7267.0,20.0,6.0,14.0,77.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1793,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,6,0.0,256.0,72.0,65.0,73.3333333333,77.0,10.0,0.0,2393.0,32.0,10.0,157.0,27.0,35,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1795,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0.0,407.0,72.0,65.0,73.3333333333,77.0,0.0,0.0,7872.0,16.0,2.0,34.0,12.0,35,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1797,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0.0,0.0,72.0,65.0,73.3333333333,77.0,5.0,2.0,4082.0,12.0,2.0,24.0,5.0,35,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1820,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0.0,0.0,72.0,65.0,73.3333333333,77.0,17.0,6.0,3066.0,34.0,2.0,35.0,9.0,35,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1790,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,11,0.0,0.0,72.0,65.0,73.3333333333,77.0,23.0,8.0,3951.0,15.0,6.0,63.0,19.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1798,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0.0,704.0,72.0,65.0,73.3333333333,77.0,12.0,9.0,4565.0,22.0,1.0,71.0,16.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1800,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0.0,0.0,72.0,65.0,73.3333333333,77.0,32.0,19.0,7764.0,43.0,3.0,31.0,72.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1802,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0.0,0.0,72.0,65.0,73.3333333333,77.0,27.0,12.0,6867.0,3.0,1.0,13.0,5.0,35,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1801,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10,0.0,273.0,72.0,65.0,73.3333333333,77.0,42.0,18.0,6675.0,313.0,2.0,188.0,23.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1813,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0.0,0.0,72.0,65.0,73.3333333333,77.0,29.0,15.0,6242.0,26.0,3.0,211.0,44.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1814,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0.0,639.0,72.0,65.0,73.3333333333,77.0,15.0,9.0,4263.0,6.0,5.0,55.0,33.0,35,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1815,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0.0,304.0,72.0,65.0,73.3333333333,77.0,44.0,19.0,7970.0,51.0,7.0,51.0,51.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1799,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0.0,0.0,72.0,65.0,73.3333333333,77.0,5.0,2.0,4082.0,12.0,2.0,24.0,5.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1789,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,0.5,29.0,72.0,65.0,73.3333333333,77.0,12.0,10.0,5355.0,14.0,4.0,120.0,36.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1805,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0.0,386.0,72.0,65.0,73.3333333333,77.0,38.0,16.0,8522.0,2.0,0.0,4.0,4.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1787,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,10,0.0,92.0,72.0,65.0,73.3333333333,77.0,44.0,19.0,8068.0,108.0,7.0,234.0,53.0,35,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1777,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0.0,59.0,72.0,65.0,73.3333333333,77.0,41.0,16.0,9129.0,6.0,0.0,25.0,0.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1783,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,11,0.0,220.0,72.0,65.0,73.3333333333,77.0,26.0,14.0,7054.0,30.0,8.0,129.0,82.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1778,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0.0,0.0,72.0,65.0,73.3333333333,77.0,12.0,10.0,5355.0,14.0,4.0,120.0,36.0,35,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1781,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,12,0.0,198.0,72.0,65.0,73.3333333333,77.0,37.0,25.0,7045.0,73.0,7.0,136.0,38.0,35,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1776,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0.0,28.0,72.0,65.0,73.3333333333,77.0,11.0,9.0,5173.0,18.0,4.0,75.0,49.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1775,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0.0,0.0,72.0,65.0,73.3333333333,77.0,44.0,19.0,7669.0,51.0,1.0,50.0,122.0,35,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1817,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0.0,395.0,72.0,65.0,73.3333333333,77.0,2.0,0.0,6776.0,25.0,1.0,54.0,11.0,35,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1784,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,0.0,59.0,72.0,65.0,73.3333333333,77.0,0.0,0.0,9129.0,6.0,0.0,25.0,0.0,35,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1785,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7,0.0,0.0,72.0,65.0,73.3333333333,77.0,44.0,19.0,8068.0,108.0,7.0,234.0,53.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1786,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11,0.0,184.0,72.0,65.0,73.3333333333,77.0,0.0,0.0,9056.0,5.0,2.0,16.0,80.0,35,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1782,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0.0,183.0,72.0,65.0,73.3333333333,77.0,42.0,1.0,6375.0,352.0,7.0,219.0,72.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1766,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,0.5,3.0,72.0,65.0,73.3333333333,77.0,42.0,1.0,6376.0,75.0,1.0,36.0,7.0,35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1788,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0.0,72.0,65.0,73.3333333333,77.0,42.0,1.0,6376.0,75.0,1.0,36.0,7.0,35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1780,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,15,0.0,382.0,72.0,65.0,73.3333333333,77.0,0.0,0.0,6775.0,611.0,5.0,341.0,24.0,35,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1779,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,4,0.25,7.0,72.0,65.0,73.3333333333,77.0,43.0,19.0,7568.0,39.0,11.0,34.0,129.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1770,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,0.5,5.0,91.0,76.0,85.6666666667,80.2,42.0,1.0,6473.0,127.0,10.0,133.0,23.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1743,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,5,0.0,230.0,91.0,76.0,85.6666666667,80.2,21.0,6.0,2474.0,160.0,2.0,142.0,12.0,36,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1744,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0.0,0.0,91.0,76.0,85.6666666667,80.2,21.0,6.0,2474.0,160.0,2.0,142.0,12.0,36,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1745,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7,0.0,0.0,91.0,76.0,85.6666666667,80.2,14.0,8.0,4043.0,12.0,7.0,42.0,25.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1746,1,0,0,0,1,0,0,0,0,0,0,1,1,6,1,13,0.461538461538,7.0,91.0,76.0,85.6666666667,80.2,40.0,20.0,8759.0,19.0,5.0,36.0,45.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1747,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,8,0.0,0.0,91.0,76.0,85.6666666667,80.2,0.0,0.0,6249.0,41.0,12.0,478.0,67.0,36,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1748,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,0.0,599.0,91.0,76.0,85.6666666667,80.2,47.0,0.0,7960.0,84.0,4.0,34.0,85.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1750,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0.0,0.0,91.0,76.0,85.6666666667,80.2,42.0,0.0,6273.0,167.0,3.0,161.0,17.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1751,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,5,0.0,293.0,91.0,76.0,85.6666666667,80.2,6.0,7.0,3269.0,29.0,23.0,200.0,92.0,36,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1752,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0.0,0.0,91.0,76.0,85.6666666667,80.2,25.0,12.0,5467.0,2.0,0.0,3.0,0.0,36,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1753,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10,0.0,196.0,91.0,76.0,85.6666666667,80.2,44.0,19.0,7869.0,152.0,5.0,137.0,36.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1754,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0.0,91.0,76.0,85.6666666667,80.2,43.0,18.0,7372.0,40.0,3.0,59.0,52.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1755,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,10,0.0,267.0,91.0,76.0,85.6666666667,80.2,12.0,9.0,4865.0,9.0,2.0,41.0,83.0,36,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1756,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0.0,389.0,91.0,76.0,85.6666666667,80.2,41.0,16.0,9032.0,1.0,0.0,6.0,15.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1758,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0.0,91.0,76.0,85.6666666667,80.2,45.0,16.0,8542.0,8.0,4.0,41.0,15.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1759,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0.0,91.0,76.0,85.6666666667,80.2,42.0,18.0,6775.0,611.0,5.0,341.0,24.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1760,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0.0,236.0,91.0,76.0,85.6666666667,80.2,44.0,19.0,8165.0,16.0,5.0,26.0,53.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1761,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,10,0.0,348.0,91.0,76.0,85.6666666667,80.2,20.0,9.0,4070.0,14.0,1.0,119.0,30.0,36,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1762,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0.0,343.0,91.0,76.0,85.6666666667,80.2,49.0,24.0,9467.0,14.0,1.0,24.0,6.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1763,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0.0,0.0,91.0,76.0,85.6666666667,80.2,48.0,24.0,9367.0,24.0,9.0,45.0,13.0,36,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1764,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,9,0.0,292.0,91.0,76.0,85.6666666667,80.2,33.0,14.0,7758.0,9.0,1.0,18.0,34.0,36,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1765,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0.0,0.0,91.0,76.0,85.6666666667,80.2,48.0,24.0,9367.0,24.0,9.0,45.0,13.0,36,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1774,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,18,0.0,0.0,91.0,76.0,85.6666666667,80.2,9.0,5.0,1778.0,26.0,9.0,50.0,34.0,36,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1773,1,0,0,0,1,0,0,0,0,0,0,2,1,1,1,5,0.2,8.0,91.0,76.0,85.6666666667,80.2,9.0,5.0,1778.0,26.0,9.0,50.0,34.0,36,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1772,1,0,0,0,1,0,0,0,0,0,0,2,1,2,1,4,0.5,8.0,91.0,76.0,85.6666666667,80.2,15.0,8.0,3961.0,14.0,2.0,39.0,32.0,36,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1768,1,0,0,0,1,0,0,0,0,0,0,2,1,2,1,5,0.4,8.0,91.0,76.0,85.6666666667,80.2,6.0,7.0,3370.0,28.0,6.0,167.0,52.0,36,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1769,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0.0,0.0,91.0,76.0,85.6666666667,80.2,29.0,15.0,6239.0,16.0,7.0,146.0,29.0,36,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1771,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0.0,0.0,91.0,76.0,85.6666666667,80.2,15.0,8.0,3961.0,14.0,2.0,39.0,32.0,36,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1736,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,0.0,277.0,91.0,76.0,85.6666666667,80.2,0.0,0.0,9057.0,6.0,3.0,37.0,55.0,36,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1705,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10,0.0,0.0,91.0,76.0,85.6666666667,80.2,50.0,17.0,9253.0,9.0,3.0,15.0,16.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1735,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,16,0.0,0.0,91.0,76.0,85.6666666667,80.2,47.0,19.0,7964.0,24.0,5.0,32.0,49.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1733,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,22,0.0,0.0,91.0,76.0,85.6666666667,80.2,0.0,0.0,6964.0,69.0,10.0,59.0,75.0,36,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1732,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0.0,0.0,91.0,76.0,85.6666666667,80.2,0.0,0.0,6461.0,7.0,2.0,11.0,9.0,36,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1731,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,0.0,537.0,91.0,76.0,85.6666666667,80.2,41.0,16.0,8921.0,4.0,0.0,11.0,1.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1730,1,0,0,0,1,0,0,0,0,0,0,2,1,2,1,4,0.5,7.0,91.0,76.0,85.6666666667,80.2,2.0,18.0,6774.0,99.0,4.0,153.0,42.0,36,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1729,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0.0,0.0,91.0,76.0,85.6666666667,80.2,16.0,7.0,3670.0,38.0,2.0,91.0,7.0,36,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1727,1,0,0,0,1,0,0,0,0,0,0,2,1,2,1,4,0.5,7.0,91.0,76.0,85.6666666667,80.2,9.0,5.0,1576.0,12.0,4.0,149.0,42.0,36,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1726,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,4,0.0,545.0,91.0,76.0,85.6666666667,80.2,33.0,17.0,8656.0,6.0,3.0,56.0,15.0,36,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1725,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0.0,0.0,91.0,76.0,85.6666666667,80.2,16.0,7.0,3670.0,38.0,2.0,91.0,7.0,36,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
